pair_key,프로필,좋아하는_게임,좋아하는_게임_장르,추천_게임,추천_게임_장르,추천_게임_설명,적합도,이유태그,메모
B0173,A26,Counter-Strike 2 / PUBG: BATTLEGROUNDS / 톰 클랜시의 레인보우식스 시즈,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 액션, 무료 플레이",Arena Wars 2,"액션, 전략",Arena Wars 2 is the sequel of the award-winning Arena Wars series and combines revolutionary RTS fights with RPG elements.,,,
B0174,A05,A Short Hike / ISLANDERS / Gorogoa,"어드벤처, 인디 / 캐주얼, 인디, 전략 / 어드벤처, 캐주얼, 인디",Mini Settlers,"인디, 시뮬레이션, 전략","Mini Settlers는 미니멀리스트 도시 건설 게임입니다! 섬에 정착하고, 도시를 건설하고, 효율적인 물류 네트워크를 디자인해서 건물들에 필요한 사항을 지원하고, 인구를 증가시켜 새로운 세계로 진출하세요.",,,
B0175,A03,Salt and Sanctuary,"액션, 인디, RPG",Sons Of The Forest,"액션, 어드벤처, 인디, 시뮬레이션",외딴 섬에서 실종된 억만장자를 찾기 위해 파견된 당신은 식인종으로 가득한 지옥을 마주하게 됩니다. 이 무시무시한 오픈 월드 기반의 공포 서바이벌 시뮬레이터에서 혼자 또는 친구들과 함께 무기를 제작하고 건물을 지으며 생존을 위해 고군분투하세요.,,,
B0176,A15,No Man's Sky / 서브노티카 / Slime Rancher,"액션, 어드벤처 / 어드벤처, 인디 / 액션, 어드벤처, 인디, 시뮬레이션",The Flame in the Flood,"액션, 어드벤처, 인디","A rogue-like river journey through the backwaters of a forgotten post-societal America. Forage, craft, evade predators.",,,
B0177,A06,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",StarMade,"액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략, 앞서 해보기","The ultimate space sandbox. Participate in epic fleet battles, form alliances, strive to dominate entire galaxies and harness the universe’s resources for your industrious empire or the destruction of others. Customise your experience, the universe is yours!",,,
B0178,A02,Sid Meier’s Civilization® VI / XCOM® 2 / Stellaris,"전략 / 전략 / 시뮬레이션, 전략",Company of Heroes,"액션, 전략","실감 나는 제2차 세계 대전 게임인 Company of Heroes는 영웅적인 병사의 희생과 전쟁으로 파괴된 지역 그리고 역동적인 전장에 생명을 불어넣은 차세대 실시간 전략 게임입니다. 추가 사용자 리뷰는 ""Company of Heroes - 레거시 에디션"" 페이지에서 확인하십시오.",,,
B0179,A11,Hollow Knight / Dead Cells / Garry's Mod,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션",Space Rangers HD: A War Apart,"액션, 어드벤처, RPG, 시뮬레이션, 전략","Space adventure, open world RPG, strategy, arcade, quest and more!",,,
B0180,A09,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",Canvas of Kings,"캐주얼, 인디, RPG, 앞서 해보기","Canvas of Kings is a minimalistic mapmaking tool that focuses on randomness and auto-generated elements on user-definable and interactive paths, plots and rooms.",,,
B0181,A02,Sid Meier’s Civilization® VI / XCOM® 2 / Stellaris,"전략 / 전략 / 시뮬레이션, 전략",Outpost: Infinity Siege,"액션, 전략","자신의 이동초소를 지휘해 보세요. 'XEN'을 들고 위험천만한 '천인' 감시 지역에 잠입하여 희귀한 무기 부품을 수집하여 전투력을 높이세요. 타워 디펜스, FPS, RTS 등 다양한 장르가 융합된 이곳에서 유연한 대처로 몰려오는 적군들을 물리쳐 보세요. 멀티 협력 모드에서 동료들과 협력하여 전방의 위기와 도전을 극복하고, '천인'으로부터 영토를 되찾으세요!",,,
B0182,A25,Raft / Stardew Valley / Counter-Strike 2,"어드벤처, 인디, 시뮬레이션 / 인디, RPG, 시뮬레이션 / 액션, 무료 플레이",Beyond Contact,"액션, 어드벤처, 인디","A fiercely formidable sci-fi survival game, set on a hostile alien world that wants you dead! Alone, or with a crew, do you have what it takes to survive?",,,
B0183,A01,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",Yet Another Zombie Defense,"액션, 캐주얼, 인디, 전략","Darkness is coming. How long can YOU survive? Build your base by day, defend it by night. Play in online or local co-op. Stay alive as long as you can.",,,
B0184,A16,DARK SOULS™ III / The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition,액션 / RPG / RPG,The Elder Scrolls IV: Oblivion Remastered,RPG,Elder Scrolls IV: Oblivion™ Remastered에서 멋진 새 비주얼과 정제된 게임플레이로 새로워진 Cyrodiil을 탐험해 보세요.,,,
B0185,A25,Raft / Stardew Valley / Counter-Strike 2,"어드벤처, 인디, 시뮬레이션 / 인디, RPG, 시뮬레이션 / 액션, 무료 플레이",Nuclear Dawn,"액션, 전략",Explore war-torn post-apocalyptic landscapes and take fight against enemies using various weapons in this FPS/RTS hybrid.,,,
B0186,A12,Euro Truck Simulator 2 / 아세토 코르사 Assetto Corsa / Left 4 Dead 2,"인디, 시뮬레이션 / 인디, 레이싱, 시뮬레이션, 스포츠 / 액션",City Transport Simulator 2025,시뮬레이션,"The All-in-One Simulation! Drive highly detailed and licensed real buses & trams, build and design your own transport company, and grow your network in a European-inspired city.",,,
B0187,A02,Sid Meier’s Civilization® VI / XCOM® 2 / Stellaris,"전략 / 전략 / 시뮬레이션, 전략",StarMade,"액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략, 앞서 해보기","The ultimate space sandbox. Participate in epic fleet battles, form alliances, strive to dominate entire galaxies and harness the universe’s resources for your industrious empire or the destruction of others. Customise your experience, the universe is yours!",,,
B0188,A21,Into the Breach / Monster Train / Mini Metro,"인디, RPG, 시뮬레이션, 전략 / 전략 / 인디, 시뮬레이션, 전략",Munchkin Digital,"액션, 어드벤처, 캐주얼, RPG, 전략",Kill the monsters & grab the loot in the classic card game!,,,
B0189,A14,The Forest / 7 Days to Die / Sid Meier’s Civilization® VI,"액션, 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략 / 전략",Dead Horde,"액션, 인디","As a survivor of the mutant virus, make your way through the city and wipe out the hordes of flesh eating mutants. Teamwork is the key to survive the DEAD HORDE...",,,
B0190,A06,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",Subterror,"액션, 어드벤처, 인디","Explore abandoned biospheres at the bottom of the ocean, alone or with up to 4 friends.",,,
B0191,A20,Team Fortress 2 / Left 4 Dead 2 / Terraria,"액션, 무료 플레이 / 액션 / 액션, 어드벤처, 인디, RPG",Military Conflict: Vietnam,"액션, 캐주얼, 앞서 해보기","It’s 1968 in Vietnam, the time to “Make War Not Love”. Side with the Viet Cong or U.S. Army in this intense, fast-paced FPS set in the Vietnam War — now with co-op zombie mode. Choose from 300+ weapons of destruction. Kill or be killed!",,,
B0192,A22,Opus Magnum,"인디, 시뮬레이션",Dealer's Life,"캐주얼, 인디, 시뮬레이션",Live the ultimate pawn shop experience in this funny retro style tycoon game!,,,
B0193,A01,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",State of Decay 2: Juggernaut Edition,"액션, RPG, 시뮬레이션","The dead have risen and civilization has fallen. Now it's up to you to gather survivors, scavenge for resources and build a community in a post-apocalyptic world – a world where you define what it means to survive in this ultimate zombie survival simulation.",,,
B0194,A09,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",Fantasy Map Simulator,"인디, 시뮬레이션, 전략, 앞서 해보기","환상 지도 시뮬레이터: 수세기에 걸쳐 상상의 세계를 만들고 진화하는 것을 지켜보세요. 지도를 디자인하고, 국가를 시뮬레이션하며, 운명을 통제하세요. 데스크톱 배경화면에서 제국의 흥망성쇠를 목격하세요. 역사 애호가와 창의적인 마인드를 가진 사람들을 위한 독특한 시뮬레이션입니다.",,,
B0195,A20,Team Fortress 2 / Left 4 Dead 2 / Terraria,"액션, 무료 플레이 / 액션 / 액션, 어드벤처, 인디, RPG",Band of Defenders,액션,"A Co-Op FPS game with base building in a post-apocalyptic world. Craft weapons, build barricades and automated turrets, unlock new gear and items for visual customization and kill all savages and mutants trying to destroy the remnants of human civilization.",,,
B0196,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",Ultimate Epic Battle Simulator 2,"액션, 어드벤처, 캐주얼, 인디, 시뮬레이션, 전략","Welcome to Ultimate Epic Battle Simulator 2, the most ridiculous and insane battle simulator in existence! Create eye watering battles with hundreds of thousands, even millions of characters on screen! Jump into multiple campaigns in game or player made, or play in sandbox mode and FPS invasion",,,
B0197,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",Kingdoms Reborn,"인디, 시뮬레이션, 전략, 앞서 해보기","A city builder with simulated citizens, set in a procedurally-generated world map. Grow your kingdom through the eras from a tiny medieval hamlet into a prosperous global empire! Cooperate or compete in real-time with your friends in multiplayer mode.",,,
B0198,A05,A Short Hike / ISLANDERS / Gorogoa,"어드벤처, 인디 / 캐주얼, 인디, 전략 / 어드벤처, 캐주얼, 인디",Dice Kingdoms,"인디, 전략","Compete against friends in games filled with unpredictable twists and turns. Roll the dice to gather resources and test your adaptability. Lead your kingdom to success through military power, religious knowledge, or architectural ingenuity.",,,
B0199,A02,Sid Meier’s Civilization® VI / XCOM® 2 / Stellaris,"전략 / 전략 / 시뮬레이션, 전략",The Pioneers: Surviving Desolation,"RPG, 시뮬레이션, 전략, 앞서 해보기","깊고 혁신적인 우주 생존 시뮬레이션 경험. 기지를 건설하고, 승무원을 관리하며, 목성의 가장 안쪽 위성인 Io의 가혹한 환경을 탐험하십시오. 당신은 살아남을 용기가 있습니까?",,,
B0200,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",The Anomaly Project,"액션, 어드벤처, 캐주얼, 인디, 전략","목표는 간단합니다. 이상 현상을 발견해 탈출하세요. 혼자서 플레이하거나 최대 8명과 함께 온라인 협동 플레이를 즐길 수 있습니다. 올바른 선택을 해야 다음 레벨로 진행할 수 있으며, 실패하면 처음부터 다시 시작하게 됩니다!",,,
B0201,A12,Euro Truck Simulator 2 / 아세토 코르사 Assetto Corsa / Left 4 Dead 2,"인디, 시뮬레이션 / 인디, 레이싱, 시뮬레이션, 스포츠 / 액션",Rig n Roll,시뮬레이션,Players will step into the shoes of a young man in the year 2014 as he arrives in California to pursue his dreams of road domination and capture the Californian cargo transportation market. There are miles of highways to conquer and cities and towns to reach as he becomes the greatest trucker on the,,,
B0202,A22,Opus Magnum,"인디, 시뮬레이션",For The Warp,"인디, 전략","A roguelike deckbuilding game in space! Explore randomly generated systems, enemies and strange encounters. Build your deck, survive and reach For The Warp gate!",,,
B0203,A03,Salt and Sanctuary,"액션, 인디, RPG",Lucid Blocks,"액션, 어드벤처, 인디, RPG","Explore, build, and survive in a cryptic expanse oozing with dreamlike oddities and esoteric critters.",,,
B0204,A16,DARK SOULS™ III / The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition,액션 / RPG / RPG,Tearscape,"액션, 어드벤처, 인디, RPG","사냥꾼이 되어 던전으로 가득한 어둡고 서로 연결된 세계를 탐험하세요. 정교한 전투 기술로 살아남고, 기괴한 괴물들과 싸우며, 무기를 확장하고, 비선형 구조 속 숨겨진 길을 발견하세요.",,,
B0205,A24,Stardew Valley / Slime Rancher / Raft,"인디, RPG, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션 / 어드벤처, 인디, 시뮬레이션",Farm Manager World,"캐주얼, 인디, 시뮬레이션, 전략","Farm Manager World와 함께 농사 짓는 삶을 살아보세요! 활기찬 세계의 여러 지역에서 나만의 농장을 관리하고, 이국적인 작물을 재배하며 농업 비즈니스 제국을 건설하세요. 최고의 지속 가능한 농업에 오신 것을 환영합니다.",,,
B0206,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",Last Room,"액션, 어드벤처, 캐주얼, 인디, 전략","Dive into a world of puzzles, medieval mysteries, and strategic challenges. Navigate, solve, and leap your way through a thrilling adventure.",,,
B0207,A03,Salt and Sanctuary,"액션, 인디, RPG",파스칼 웨이저: 완전판,"액션, 어드벤처, RPG",은 도전성이 넘치는 액션 RPG입니다. 당신은 선구자로서 검은 안개에 뒤덮인 솔라스 대륙에서 이 세상의 모든 빛을 삼킨 재앙 뒤에 숨겨진 진실을 찾아야 합니다.,,,
B0208,A24,Stardew Valley / Slime Rancher / Raft,"인디, RPG, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션 / 어드벤처, 인디, 시뮬레이션",Immortal Life,"액션, 어드벤처, 캐주얼, RPG, 시뮬레이션","Embark on a magical journey in this captivating life simulation game. Escape to a welcoming valley, farm with spells, and master skills like fishing, crafting, and cooking. Engage in epic battles, strengthen the bonds with your companions, and build your dream home to achieve Immortal Life!",,,
B0209,A26,Counter-Strike 2 / PUBG: BATTLEGROUNDS / 톰 클랜시의 레인보우식스 시즈,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 액션, 무료 플레이",Counter-Strike,액션,"세계 최고의 온라인 액션 게임을 즐기세요. 전 세계적으로 유명한 팀 기반의 게임에서 테러리스트가 벌이는 생생한 전투의 현장에 흠뻑 빠지세요. 팀 동료들과 협력하여 전략적인 미션을 완수하고, 적군 기지를 점령하고 인질을 구출해보세요. 여러분의 임무는 아군의 성패를 좌우하고 아군의 성패는 여러분의 임무를 결정합니다.",,,
B0210,A14,The Forest / 7 Days to Die / Sid Meier’s Civilization® VI,"액션, 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략 / 전략",Don't Starve,"어드벤처, 인디, 시뮬레이션","Don’t Starve is an uncompromising wilderness survival game full of science and magic. Enter a strange and unexplored world full of strange creatures, dangers, and surprises. Gather resources to craft items and structures that match your survival style.",,,
